GBI Store Code,GBI Store Name,GBI Store Address,Ownership,GBI Store Type,GBI Store Region,GBI Store Sub Region,GBI Store Province Municipality,Cluster,GBI Store Email Add,GBI SBU
600195,WALTERMART STA. MARIA BULACAN,"G/F Waltermart, Sta. Maria Bulacan",COMPANY OWNED,Bakeshop,LUZON,CENTRAL LUZON,SANTA MARIA,Cluster 2,store.600195@goldilocks.com,Store
600019,WALTERMART STA. ROSA,Upper Ground Floor - Waltermart Sta. Rosa Laguna,COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,SANTA ROSA,Cluster 3,store.600019@goldilocks.com,Store
119707,WALTERMART SUBIC,"Unit WSUB 035, Waltermart Subic, Olongapo-Bugallon Road, Brgy., Mangan Vaca, Subic Zambales",FRANCHISE,Kiosk,LUZON,CENTRAL LUZON,SUBIC,Cluster 2,store.119707@goldilocks.com,Store
600234,WALTERMART SUCAT,"Waltermart Center - Sucat, Brgy. San Isidro , Dr. A. Santos Prq. City",COMPANY OWNED,Cart,LUZON,MEGA SOUTH,"PARANAQUE, CITY OF",Cluster 1,store.600234@goldilocks.com,Store
600477,WALTERMART SUPERMARKET SERIN TAGAYTAY,"Ayala Malls Serin, Tagaytay-Nasugbu Highway, Brgy. Silang Junction South, Tagaytay, Cavite",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,TAGAYTAY CITY,Cluster 3,store.600477@goldilocks.com,Store
119818,WALTERMART SUPERMARKET STA. CRUZ,"Sunstar Mall, National Highway Sta. Cruz, Laguna",FRANCHISE,Cart,LUZON,SOUTHERN LUZON,SANTA CRUZ,Cluster 3,store.119818@goldilocks.com,Store
600222,WALTERMART TANAUAN CART,"Gf Waltermart Center Tanauan, JP Laurel National Highway Brgy. Darasa Tanauan Batangas",COMPANY OWNED,Cart,LUZON,SOUTHERN LUZON,"TANAUAN, CITY OF",Cluster 3,store.600222@goldilocks.com,Store
600374,WALTERMART TAYTAY,"Waltermart Taytay, Ortigas Avenue Extension, Taytay Rizal",COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,RIZAL,Cluster 2,For Update,Store
600435,WALTERMART TRECE MARTIRES 2,"G/F WRTM 006, Waltermart Trece Martires, Governors Drive, Trece Martires, Cavite",COMPANY OWNED,Kiosk,LUZON,SOUTHERN LUZON,CAVITE CITY,Cluster 3,store.600435@goldilocks.com,Store
600295,WATERFUN TAGUIG,"Maria Gracia bldg.,B24 L19 EP housing Maria Rodriguez Tinga ave., bgy Western Bicutan Taguig",COMPANY OWNED,Kiosk,LUZON,MEGA SOUTH,TAGUIG,Cluster 1,store.600295@goldilocks.com,Store
TM0046,WELCOME-HARMONY  SAN VICENTE SAN PEDRO,Wellcome Harmony Village center San Vicente San Pedro,FRANCHISE,Test Market,LUZON,SOUTHERN LUZON,SAN PEDRO,Cluster 3,No E-mail Account,Store
600252,XENTRO MALL LEMERY,Xentro Mall Diversion Road Lemery Batangas,COMPANY OWNED,Bakeshop,LUZON,SOUTHERN LUZON,LEMERY,Cluster 3,store.600252@goldilocks.com,Store
102151,XENTRO MALL VIGAN,"G/F LS1-04 Xentro Mall Vigan Central park, Quezon ave., brgy III Vigan City Ilocos Sur",SUBSIDIARIES,Bakeshop,LUZON,NORTHERN LUZON,"VIGAN, CITY OF",Cluster 2,store.102151@goldilocks.com,Store
119761,YUBENCO PUTIK ZAMBOANGA - SU,"G/F, Yubenco Star Mall, MCLL Highway, Putik Zamboanga City",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,ZAMBOANGA CITY,Cluster 4,store.119761@goldilocks.com,Store
119764,YUBENCO TITUAN,"Yubenco Megaland, Don Alfaro St., Tetuan, Zamboanga City",SUBSIDIARIES,Test Market,MINDANAO,NORTHERN MINDANAO,ZAMBOANGA CITY,Cluster 4,No E-mail Account,Store
103088,ZABARTE,"# 13 Zabarte Town Center , Zabarte Road , Almar , Cal. City",FRANCHISE,Bakeshop,LUZON,MEGA NORTH,,Cluster 1,store.103088@goldilocks.com,Store
119815,ZAMBOANGA GATEWAY,"Shoppers Center Gateway, Gov. Lim Ave., Zone III, Zamboanga City",SUBSIDIARIES,Cart,MINDANAO,NORTHERN MINDANAO,ZAMBOANGA CITY,Cluster 4,No E-mail Account,Store
115088,ZARAGOZA,Barangay Del Pilar East (Near BDO) Zaragoza Nueva Ecija,SUBSIDIARIES,Test Market,LUZON,CENTRAL LUZON,ZARAGOZA,Cluster 2,store.115088@goldilocks.com,Store
,,,,Kiosk,,,,,,Store
